201703070,이노엔클로피도그렐정(클로피도그렐황산수소염),원형,분홍,,,,8.5,8.5,4.0,필름코팅정
201604083,듀록타캡슐30밀리그램(둘록세틴염산염),장방형,파랑,하양,,,15.5,5.3,5.5,"장용성캡슐제, 펠렛"
201902301,엑스원알정5/80/10밀리그램,장방형,분홍,,,,11.1,6.1,4.3,필름코팅정
201902300,엑스원알정5/80/5밀리그램,장방형,분홍,,,,11.1,6.1,4.2,필름코팅정
201903550,듀로스캡슐60밀리그램(둘록세틴염산염),장방형,남색,연두,,,18.6,6.3,6.6,"장용성캡슐제, 펠렛"
201903549,듀로스캡슐30밀리그램(둘록세틴염산염),장방형,남색,하양,,,15.4,5.2,5.5,"장용성캡슐제, 펠렛"
201506480,에이셋세미서방정,원형,주황,,,,9.9,9.9,5.9,서방성필름코팅정
201603880,인포스지정10/160mg,타원형,노랑,,,,14.2,5.6,5.2,필름코팅정
202000535,제리티딘정20밀리그램(파모티딘),원형,하양,,,,7.1,7.1,3.9,필름코팅정
201901099,아세요정(아세클로페낙),원형,하양,,,,8.0,8.0,3.7,필름코팅정
200502126,시알딘정,원형,연두,,,-,9.6,9.6,5.3,필름코팅정
202005973,리치칼비정,타원형,하양,,,-,15.7,8.1,5.3,필름코팅정
201803263,헤파코엔정,타원형,갈색,,,,16.4,8.2,6.1,필름코팅정
202001489,삼성아스피린장용정100밀리그램,원형,하양,,,,7.1,7.1,3.6,장용성필름코팅정
201707055,미르젠탁정30밀리그램(미르타자핀),타원형,주황,,-,,12.6,7.4,4.7,필름코팅정
201707054,미르젠탁정15밀리그램(미르타자핀),타원형,노랑,,-,,10.3,6.0,3.3,필름코팅정
201707056,미르젠탁정7.5밀리그램(미르타자핀),타원형,파랑,,-,,8.7,5.0,3.2,필름코팅정
200109233,가스터디정20㎎(파모티딘),원형,하양,,,,8.5,8.5,3.6,구강붕해정
202108208,"라베올듀오정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)",타원형,노랑,,,,16.3,8.4,6.3,필름코팅정
201906142,텔미콤정40/5밀리그램,타원형,회색,하양,,,14.3,7.0,5.2,다층정
201906080,텔미콤정80/5밀리그램,타원형,회색,하양,,,16.5,8.1,6.3,다층정
201907093,아세트라돌세미정,장방형,주황,,,,12.0,5.4,3.9,필름코팅정
201906153,글레리드정(글리메피리드),기타,초록,,-,-,10.1,5.0,3.0,나정
202107680,에스코텐정(에스오메프라졸마그네슘삼수화물),원형,노랑,,,,5.2,5.2,2.9,필름코팅정
201907571,글리킴정(글리메피리드),기타,파랑,,-,-,10.1,5.1,2.8,나정
202101428,에제토젯정10/40밀리그램,타원형,하양,,,,16.7,6.5,5.7,필름코팅정
202101426,에제토젯정10/10밀리그램,타원형,하양,,,,13.0,5.2,4.5,필름코팅정
202101427,에제토젯정10/20밀리그램,타원형,하양,,,,14.8,6.0,4.4,필름코팅정
202100962,칼시맥스500정,장방형,연두,,,,20.5,8.9,6.8,필름코팅정
202101441,라트젯정10/20밀리그램,타원형,하양,,,,14.8,6.0,4.5,필름코팅정
202101596,"아토에제정10/40밀리그램(에제티미브,아토르바스타틴칼슘삼수화물)",타원형,하양,,,,16.8,6.5,5.8,필름코팅정
202101592,아토에제정10/20밀리그램,타원형,하양,,,,14.6,5.8,4.8,필름코팅정
202101588,아토에제정10/10밀리그램,타원형,하양,,,,12.9,5.2,4.7,필름코팅정
202101566,"젠토르정10/40밀리그램(에제티미브,아토르바스타틴칼슘삼수화물)",타원형,하양,,,,16.7,6.5,5.7,필름코팅정
202101565,"젠토르정10/20밀리그램(에제티미브,아토르바스타틴칼슘삼수화물)",타원형,하양,,,,14.8,5.9,4.5,필름코팅정
202101564,"젠토르정10/10밀리그램(에제티미브,아토르바스타틴칼슘삼수화물)",타원형,하양,,,,13.1,5.3,4.6,필름코팅정
202000374,이디졸캡슐100밀리그램(이트라코나졸),장방형,파랑,"분홍, 투명",,,21.4,7.5,7.1,"경질캡슐제, 과립제"
202101574,에티젯정10/20밀리그램,타원형,하양,,,,14.7,5.8,4.6,필름코팅정
202101573,에티젯정10/10밀리그램,타원형,하양,,,,12.9,5.1,4.4,필름코팅정
202100177,아토에젯정10/40밀리그램,타원형,하양,,,,17.0,7.6,6.3,필름코팅정
202101502,바로다운정10/20밀리그램,타원형,하양,,,,13.5,5.7,4.4,필름코팅정
200402597,코린투에스정,원형,주황,,,-,8.1,8.1,4.1,필름코팅정
202101551,삼토젯정10/20밀리그램,타원형,하양,,,,14.8,6.0,4.5,필름코팅정
201607420,실로켐씨알정100밀리그램(실로스타졸),장방형,하양,,,,12.6,5.1,3.7,서방정
202004661,뉴브릭이에이치정(페노피브릭산),원형,하양,,,,10.1,10.1,5.6,필름코팅정
202100228,아토이브정10/40밀리그램,타원형,하양,,,,17.0,7.6,6.2,필름코팅정
201906751,라보니정45밀리그램(라록시펜염산염),원형,하양,,,,8.2,8.2,3.1,필름코팅정
202101383,아토바미브정10/40밀리그램,타원형,하양,,,,16.8,6.5,5.5,필름코팅정
202101382,아토바미브정10/20밀리그램,타원형,하양,,,,14.8,5.9,4.5,필름코팅정
202101381,아토바미브정10/10밀리그램,장방형,하양,,,,11.6,5.6,4.5,필름코팅정
202101599,알트젯정10/40밀리그램,타원형,하양,,,,16.8,6.5,5.7,필름코팅정
201904711,베스티콘연질캡슐,타원형,초록,,,,17.1,6.5,6.5,"연질캡슐제, 액상"
199903348,클라리스정250밀리그램(클래리트로마이신),장방형,노랑,,,,15.2,7.2,5.1,필름코팅정
202003720,네오맥정75밀리그램(폴라프레징크),원형,하양,,,,7.6,7.6,3.4,나정
201908131,피오글론정15밀리그램(피오글리타존염산염),원형,하양,,,,7.1,7.1,3.3,나정
201908476,세파쿨러캡슐(세파클러수화물),장방형,보라,하양,,,17.3,5.7,6.2,"경질캡슐제, 정제"
201903790,도네일정5밀리그램(도네페질염산염수화물),원형,주황,,,,7.1,7.1,3.3,필름코팅정
198601102,에크로바정(아시클로버),원형,파랑,,,,10.1,10.1,3.6,나정
199101995,에크로바정400밀리그램(아시클로버),원형,분홍,,,-,10.5,10.5,4.8,나정
202201516,브로멜라장용정(브로멜라인),원형,분홍,,,,9.9,9.9,5.8,필름코팅정
202202634,락토더블캡슐(락토바실루스카제이변종람노수스의동결건조배양물),장방형,하양,하양,,,19.0,6.2,6.7,"경질캡슐제, 산제"
202202359,건폴렉스캡슐2밀리그램(폴마콕시브),장방형,하양,하양,,,18.9,6.3,6.7,"경질캡슐제, 산제"
201907418,사포필서방정300밀리그램(사르포그렐레이트염산염),장방형,하양,,,,15.1,8.6,5.2,서방성필름코팅정
202004077,두모보연질캡슐0.5밀리그램(두타스테리드),타원형,"노랑, 투명",,,,9.2,6.1,6.1,"연질캡슐제, 액상"
202202399,파모팡오디정10밀리그램(파모티딘),원형,하양,,,,6.6,6.6,2.6,구강붕해정
200502164,악세푸정(세푸록심악세틸),장방형,하양,,,,16.6,7.8,5.5,필름코팅정
199001529,닛셀정(비페닐디메틸디카르복실레이트),원형,하양,,,,9.2,9.2,4.0,나정
202102859,테립틴정20밀리그램(테네리글립틴이토실산염이수화물),원형,분홍,,,,7.1,7.1,3.0,필름코팅정
201907899,스테리정1밀리그램(피나스테리드),팔각형,분홍,,,,7.4,7.4,3.5,필름코팅정
201903043,서울세픽심캡슐(세픽심수화물),장방형,분홍,분홍,,,14.0,4.9,5.2,"경질캡슐제, 산제"
202202755,리프리스정(울리프리스탈아세테이트),원형,하양,,,,9.1,9.1,5.1,나정
200905163,윈탈정,원형,연두,,,,11.3,11.3,4.6,필름코팅정
202202360,페콕시브캡슐2밀리그램(폴마콕시브),장방형,하양,하양,,,18.6,6.3,6.7,"경질캡슐제, 산제"
202003683,가스타놀투엑스정(애엽95%에탄올연조엑스(20→1)),장방형,연두,,,,14.6,8.3,4.1,필름코팅정
200200074,비판티정2mg(테라조신염산염수화물),원형,하양,,-,,7.2,7.2,3.2,나정
202202358,폴비트캡슐2밀리그램(폴마콕시브),장방형,하양,하양,,,19.0,6.4,6.8,"경질캡슐제, 산제"
202202479,이프리시정(울리프리스탈아세테이트),원형,하양,,,,9.1,9.1,5.0,나정
201900915,라이답연질캡슐25밀리그램(미도스타우린),타원형,주황,,,,24.2,8.3,8.3,"연질캡슐제, 액상"
201505088,셀미살탄정40밀리그램(텔미사르탄),타원형,하양,,,,12.2,6.0,4.0,나정
201500978,하이퍼텔미정40mg(텔미사르탄),원형,하양,,,,7.5,7.5,3.2,나정
202107982,우루리버정200밀리그램(우르소데옥시콜산)(수출용),원형,하양,,-,,11.1,11.1,4.6,나정
202003910,로수발탄정20/160밀리그램,타원형,갈색,,,,15.4,6.1,4.5,필름코팅정
201900628,에소톤정20밀리그램(에스오메프라졸마그네슘이수화물),원형,분홍,,,,8.1,8.1,3.1,필름코팅정
201900627,에소톤정40밀리그램(에스오메프라졸마그네슘이수화물),원형,분홍,,,,9.7,9.7,4.1,필름코팅정
201904257,리리큐어캡슐150mg(프레가발린),장방형,하양,하양,,,17.1,5.7,6.2,"경질캡슐제, 과립제"
202002310,폴레진정75mg(폴라프레징크),원형,하양,,,,7.6,7.6,3.4,나정
202002747,건스모틴에스알정15밀리그램(모사프리드시트르산염수화물),타원형,분홍,,,,9.8,5.1,3.9,서방성필름코팅정
202000620,잘프펜정(잘토프로펜),원형,하양,,,,7.6,7.6,3.4,필름코팅정
202002149,메가피오정15밀리그램(피오글리타존염산염),원형,하양,,,,7.0,7.0,2.8,나정
202000420,메가텔미정40밀리그램(텔미사르탄),타원형,하양,,,,12.1,6.0,3.8,나정
202200149,락토프린정,원형,노랑,,,,10.2,10.2,4.5,필름코팅정
201802183,그라톤정(은행엽건조엑스),장방형,연두,,,,12.7,6.7,3.9,필름코팅정
202200514,라베듀오정20/800밀리그램,타원형,하양,,,,15.4,7.7,6.6,필름코팅정
200703806,메프민서방정500밀리그램(메트포르민염산염),타원형,하양,,,,19.2,9.3,6.3,서방정
202001386,팜비클정(팜시클로비르),원형,하양,,,,10.1,10.1,4.3,필름코팅정
201907328,헤오나정1밀리그램(피나스테리드),팔각형,분홍,,,,7.4,7.4,3.5,필름코팅정
202200365,빌가드정50밀리그램(빌다글립틴),원형,하양,,,,6.5,6.5,3.0,나정
202200347,가블리정(빌다글립틴),원형,하양,,,,6.6,6.6,3.1,나정
202002086,레바미파정(레바미피드),원형,하양,,,,8.1,8.1,3.5,필름코팅정
202101472,에이미가서방정50밀리그램(미라베그론),타원형,갈색,,,,12.0,6.0,4.9,서방성필름코팅정
202200838,종근당비타민씨골드정1000밀리그램(아스코르브산97%과립),장방형,하양,,,-,18.2,8.6,7.0,나정
201206831,클래로신정 250밀리그램(클래리트로마이신),타원형,노랑,,,,16.3,8.5,4.7,필름코팅정
201906288,애스몬테츄정5밀리그램(몬테루카스트나트륨),원형,분홍,,,,9.6,9.6,4.1,추어블정(저작정)
201906287,애스몬테츄정4밀리그램(몬테루카스트나트륨),타원형,분홍,,,,11.0,7.9,3.6,추어블정(저작정)
201903857,메트린정500mg(메트포르민염산염),원형,하양,,,,11.5,11.5,6.1,필름코팅정
200502139,브로자임정(브로멜라인),원형,분홍,,,,9.8,9.8,5.7,장용성필름코팅정
201506782,무파인세미서방정,원형,주황,,,,10.0,10.0,5.9,서방성필름코팅정
201707214,리마트정(리마프로스트알파덱스),원형,하양,,,,6.7,6.7,2.8,나정
202002965,벨리다운정(방풍통성산건조엑스(4.6→1)),원형,연두,,,,10.7,10.7,3.9,필름코팅정
201906501,뮤라텐캡슐200밀리그램(아세틸시스테인),장방형,초록,연두,,,19.2,6.4,6.3,"경질캡슐제, 산제"
202101878,빌다포트정50밀리그램(빌다글립틴),원형,하양,,,,8.1,8.1,3.1,나정
202102182,가브빌다정50밀리그램(빌다글립틴),원형,하양,,,,8.1,8.1,3.0,나정
200200852,다이제스트정,장방형,연두,,,,14.4,8.3,4.7,장용성필름코팅정
201602784,아리슨정10밀리그램(도네페질염산염수화물),원형,주황,,,,8.7,8.7,4.6,필름코팅정
201805118,슬리세틴캡슐10밀리그램(플루옥세틴염산염),장방형,연두,연두,,,14.0,4.8,5.2,"경질캡슐제, 산제"
201505939,"오로텐션정5/20밀리그램(암로디핀베실산염, 올메사르탄메독소밀)",원형,하양,,,,6.1,6.1,3.6,필름코팅정
202003714,에소메정20밀리그램(에스오메프라졸마그네슘삼수화물),원형,분홍,,,,7.3,7.3,3.5,필름코팅정
202001244,에소메정40밀리그램(에스오메프라졸마그네슘삼수화물),원형,분홍,,,,9.4,9.4,4.1,필름코팅정
200705501,크래마정500밀리그램(클래리트로마이신),장방형,노랑,,,,19.5,9.0,6.8,필름코팅정
201903269,알피에소정40mg(에스오메프라졸마그네슘이수화물),타원형,분홍,,,,16.5,8.4,4.7,필름코팅정
202200467,라베뉴정20/500밀리그램,타원형,갈색,,,,16.3,8.4,6.4,필름코팅정
202200981,리스카펜정,장방형,노랑,,,-,10.6,5.0,4.1,나정
201400497,아토산정20밀리그램(아토르바스타틴칼슘삼수화물),원형,하양,,,,7.7,7.7,4.3,필름코팅정
202201970,밀타정45밀리그램(미르타자핀),타원형,노랑,,,-,13.7,8.0,5.2,필름코팅정
201310783,아토테롤정20밀리그램(아토르바스타틴칼슘삼수화물),타원형,하양,,,,12.4,6.4,4.3,필름코팅정
201403884,알포엔정(콜린알포세레이트),타원형,주황,,,,15.8,8.7,5.9,필름코팅정
201603176,몬테스트정10mg(몬테루카스트나트륨),사각형,분홍,,,,8.1,8.1,3.7,필름코팅정
202002378,세아린캡슐50밀리그램(디아세레인),장방형,노랑,노랑,,,19.0,6.4,6.6,"경질캡슐제, 산제"
202002042,목시클렌정375밀리그램(아목시실린-클라불란산칼륨),타원형,하양,,,,16.5,7.6,6.2,필름코팅정
202201693,치지렌정600밀리그램(디오스민),원형,분홍,,,,13.3,13.3,7.7,필름코팅정
202002634,한화리바록사반정2.5밀리그램,원형,노랑,,,,6.1,6.1,2.8,필름코팅정
202009258,글루원정,원형,하양,,,,9.7,9.7,4.4,필름코팅정
202101492,아토브정10/40밀리그램,타원형,하양,,,,16.7,6.5,5.7,필름코팅정
202007585,뉴로미스캡슐0.5밀리그램(타크로리무스수화물),장방형,노랑,노랑,,,13.8,4.9,5.2,"경질캡슐제, 산제"
202007584,뉴로미스캡슐1밀리그램(타크로리무스수화물),장방형,하양,하양,,,13.9,4.9,5.2,"경질캡슐제, 산제"
202101484,아로틴플러스정10/40밀리그램(에제티미브/아토르바스타틴칼슘삼수화물),타원형,하양,,,,16.7,6.4,5.6,필름코팅정
202101498,리토젯정10/40밀리그램,타원형,하양,,,,16.1,6.3,5.1,필름코팅정
202101499,리토젯정10/20밀리그램,타원형,하양,,,,13.5,5.6,4.7,필름코팅정
202101500,리토젯정10/10밀리그램,타원형,하양,,,,11.9,5.1,4.2,필름코팅정
202101432,"에브젯정10/10밀리그램(에제티미브, 아토르바스타틴)",타원형,하양,,,,12.8,5.1,4.3,필름코팅정
202101433,"에브젯정10/20밀리그램(에제티미브, 아토르바스타틴)",타원형,하양,,,,14.7,5.8,4.5,필름코팅정
202101623,아토제이정10/20밀리그램,타원형,하양,,,,14.7,5.8,4.5,필름코팅정
202101622,아토제이정10/10밀리그램,타원형,하양,,,,12.9,5.1,4.4,필름코팅정
202006738,경방산조인탕정,장방형,갈색,,,,17.0,9.1,5.9,필름코팅정
202005395,토피렌티정25밀리그램(토피라메이트),원형,하양,,-,,6.1,6.1,2.5,필름코팅정
201905969,엔티푸나졸캡슐50밀리그램(플루코나졸),장방형,파랑,하양,,,13.8,4.9,5.2,"경질캡슐제, 산제"
201802642,신텍스세파클러캡슐(세파클러수화물),장방형,파랑,하양,,,18.5,6.5,6.8,"경질캡슐제, 산제"
201905298,신텍스핀정5밀리그램(암로디핀베실산염),팔각형,하양,,,,8.7,6.2,2.8,나정
201907365,모사엔티정5밀리그램(모사프리드시트르산염수화물),장방형,하양,,,-,9.2,4.6,3.4,필름코팅정
201905261,아스트라셋정,장방형,노랑,,,,15.5,6.4,5.2,필름코팅정
201905262,아스트라셋세미정,장방형,노랑,,,,11.8,4.8,4.1,필름코팅정
201904478,팜스티렌정(애엽95%에탄올연조엑스(20→1)),타원형,연두,,,,13.5,7.4,4.3,필름코팅정
202101598,알트젯정10/20밀리그램,타원형,하양,,,,14.9,6.0,4.5,필름코팅정
202101597,알트젯정10/10밀리그램,타원형,하양,,,,13.0,5.2,4.5,필름코팅정
202101505,아토르큐젯정10/20밀리그램,타원형,하양,,,,14.8,6.0,4.5,필름코팅정
202100011,리제스타정,타원형,주황,,,-,11.4,5.3,4.0,필름코팅정
202101947,자이토정15밀리그램(리바록사반),원형,갈색,,,,5.1,5.1,2.8,필름코팅정
202104967,피드로씨알서방정(레보드로프로피진),장방형,하양,,,,12.1,5.1,5.2,서방성다층정
201603478,뉴베라정10밀리그램(라베프라졸나트륨),원형,노랑,,,,6.8,6.8,3.6,장용성필름코팅정
201602682,메클린구강용해필름25밀리그램(메클리진염산염수화물)(오렌지향),사각형,노랑,,,,37.0,27.0,0.1,구강붕해필름
202104749,에소프로정20/800밀리그램,타원형,분홍,,,,16.5,8.1,6.5,필름코팅정
202105133,소가프텐정,타원형,연두,,,,19.8,8.7,5.5,필름코팅정
201400290,로레스토정20밀리그램(로수바스타틴칼슘),원형,분홍,,,,9.2,9.2,4.6,필름코팅정
201800070,프로세틸정(세프포독심프록세틸),원형,하양,,,,8.8,8.8,4.5,필름코팅정
202008418,로메가연질캡슐,타원형,"노랑, 투명",,,,24.0,9.7,9.6,"연질캡슐제, 현탁상"
